quaycode,quayname,quaystatus,transportmode,lat,lon,visuallyaccessible,disabledaccessible,compassdirection,validfrom,quayshapetype,baylength,markedkerb,lift,guidelines,groundsurfaceindicator,stopplaceaccessroute,mutationdate,kerbheight,boardingpositionwidth,alightingpositionwidth,liftedpartlength,narrowestpassagewidth,fulllengthguideline,guidelinestopplaceconnection,tactilegroundsurfaceindicator,ramp,heightwithenvironment,bayentranceangles,ramplength,rampwidth,embaymentwidth,bayexitangles
NL:Q:30000157,Dolingadreef,available,bus,52.319321094620804,4.948275697649339,true,true,133,2020-05-24T22:00:00Z,haltehaven,40.8,true,false,true,true,true,2021-01-08T13:34:25Z,0.18,2.7,3,37.4,1.2,true,true,true,true,3.5,34,58,1.5,2.7,13
NL:Q:30001382,Vorticellaweg,available,bus,52.41972824384603,4.908002465389983,true,true,120,2020-05-24T22:00:00Z,langshalte,23.9,true,false,true,true,true,2021-01-08T13:34:25Z,0.22,2.4,2.4,23.9,0.9,true,true,true,false,0,,,1.2,,
NL:Q:30001383,Vorticellaweg,available,bus,52.41996953083616,4.907661751637939,true,true,300,2020-05-24T22:00:00Z,langshalte,24,true,false,true,true,true,2021-01-08T13:34:25Z,0.22,2.4,2.7,24,0.9,true,true,true,true,0.14,,1,1.2,,
NL:Q:30002252,Zekeringstraat,available,bus,52.396961444157256,4.847171851603134,true,true,186,2020-05-24T22:00:00Z,haltehaven,21.9,true,false,true,true,true,2021-01-08T13:34:25Z,0.19,3,1.8,17,0.9,true,false,true,true,0.12,33,1.2,0.9,2.8,15
NL:Q:30002253,Zekeringstraat,available,bus,52.397178476356885,4.847463059285971,true,true,11,2020-05-24T22:00:00Z,haltehaven,20.4,true,false,true,true,true,2021-01-08T13:34:25Z,0.19,2.4,1.8,17,1.8,true,false,true,false,0,16,,1.2,2.85,10
NL:Q:30003057,Ant. Moddermanstraat,available,bus,52.38339873142279,4.814597354083889,true,true,269,2020-05-24T22:00:00Z,langshalte,20,true,false,true,true,true,2021-01-08T13:34:25Z,0.19,2.8,2.8,18,1.4,true,true,true,true,0.1,,0.8,2,,
NL:Q:30003125,Ant. Moddermanstraat,available,bus,52.38330338489209,4.813467604909759,true,true,89,2020-05-24T22:00:00Z,langshalte,20,true,false,true,true,true,2021-01-08T13:34:25Z,0.19,4.2,4.2,18,1.2,true,true,true,false,0,,,1.5,,
NL:Q:30007031,Valeriusplein,available,tram,52.353373437313486,4.863730910717434,false,false,242,2020-05-24T22:00:00Z,langshalte,25,false,false,false,false,true,2021-01-08T13:34:25Z,0.1,1.2,1.2,25,0.9,false,false,false,true,0.05,,1,1.5,,
NL:Q:30007032,Valeriusplein,available,tram,52.35319161303085,4.863263358552917,false,false,92,2020-05-24T22:00:00Z,langshalte,27,false,false,false,false,false,2021-01-08T13:34:25Z,0.1,0.9,0.9,27,0.6,false,false,false,true,0.07,,1,1.1,,
NL:Q:57320020,Ruigoord Dorp,available,bus,52.40764086680136,4.749929514018899,false,false,277,2020-05-24T22:00:00Z,haltehaven,21.4,true,false,false,false,false,2021-01-08T13:34:25Z,0.13,1.4,2.25,28.8,1.2,false,false,false,false,0.12,30.9,,1.2,3.5,23
NL:Q:57320030,Ruigoord Dorp,available,bus,52.40696149122044,4.752290644116057,false,false,97,2020-05-24T22:00:00Z,haltehaven,29.8,true,false,false,false,true,2021-01-08T13:34:25Z,0.11,2.4,2.4,30.8,0.75,false,false,false,true,0.09,30.4,0.6,1.2,3.58,30.4
NL:Q:30004435,Presanella,plan,bus,52.35250048735925,4.775424552777754,false,false,304,2018-11-15T00:00:00Z,unknown,0,false,false,false,false,false,2021-02-25T11:33:45Z,,,,,,false,false,false,false,,,,,,
NL:Q:30004390,Presanella,available,bus,52.35174400358606,4.77687339281698,false,false,110,2020-05-24T22:00:00Z,haltehaven,20,true,false,false,false,true,2021-01-08T13:34:25Z,0.15,1.4,1.4,18.9,1.4,false,false,false,true,0.08,17,1,1.4,3,12
NL:Q:30005061,Spui,available,tram,52.36936532943261,4.889355550066897,true,false,9,2020-05-24T22:00:00Z,langshalte,42,true,false,true,false,true,2021-01-08T13:34:25Z,0.19,1.5,1.8,40,1.2,true,false,false,true,0.12,,4.5,2,,
NL:Q:30005062,Spui,available,tram,52.36912230196828,4.889270178286699,true,true,187,2020-05-24T22:00:00Z,langshalte,21,false,false,true,false,true,2021-01-08T13:34:25Z,0.12,4,1.8,69,0.7,true,true,false,true,0.1,,4,1.5,,
NL:Q:30009086,Amstelkade,available,tram,52.348692759899514,4.904352045420095,false,false,339,2019-03-14T00:00:00Z,langshalte,33.6,true,false,false,false,false,2021-01-08T13:34:25Z,0.2,1.5,1.2,31.2,0.9,false,false,false,false,0,0.01,,,,
NL:Q:30009088,Amstelkade,available,tram,52.34939251504068,4.904036220444915,false,false,160,2018-11-15T00:00:00Z,langshalte,30,false,false,false,false,false,2021-01-08T13:34:25Z,0.1,1.14,1.14,30,0.9,false,false,false,false,0,,,,,
NL:Q:30005068,Dam,available,bus,52.37440653214506,4.891281435493096,false,false,221,2020-05-24T22:00:00Z,semi-haltehaven,38,false,false,false,false,false,2021-01-08T13:34:25Z,0.06,0.9,1.2,25,0.9,false,false,false,false,0,24,,,2.5,
NL:Q:30005138,Dam,available,tram,52.3735707759135,4.891305466356772,false,false,271,2020-05-24T22:00:00Z,langshalte,29,false,false,false,false,true,2021-02-25T11:33:45Z,0.19,1.43,10.06,25,1.43,false,false,false,false,0,,,,,
NL:Q:30005065,Dam,available,tram,52.37367640786429,4.890775632683135,false,true,204,2020-05-24T22:00:00Z,langshalte,59,true,false,false,false,false,2021-01-08T13:34:25Z,0.2,3,2.5,24,1.3,false,false,false,true,0.12,,3,4.2,,
NL:Q:30005066,Dam,available,tram,52.37320691268919,4.890266926002378,false,false,92,2020-05-24T22:00:00Z,langshalte,34,false,false,false,false,false,2021-01-08T13:34:25Z,0.12,1.2,0.9,34,0.8,false,false,false,true,0.1,,2,1.2,,
NL:Q:30005055,Dam,available,bus,52.37314320023256,4.890076739938871,false,false,94,2020-05-24T22:00:00Z,langshalte,14.5,true,false,false,false,true,2021-01-08T13:34:25Z,0.1,2,2,14,0.9,false,false,false,false,0,,,,,
NL:Q:30009900,Pontsteiger,available,ferry,52.39213467691897,4.885926579510853,false,false,84,2020-05-24T22:00:00Z,langshalte,0.01,false,false,false,false,false,2021-02-25T11:33:45Z,0.01,0.01,0.01,0.01,0.01,false,false,false,false,,,,,,
NL:Q:30004137,Cornelis Lelylaan,expired,bus,52.35806864197816,4.832936292235827,false,false,278,2018-11-15T00:00:00Z,unknown,0,false,false,false,false,false,2021-02-25T11:33:45Z,,,,,,false,false,false,false,,,,,,
NL:Q:30009575,Centraal Station,available,metro,52.37867715327636,4.900295206813275,true,true,232,2020-05-24T22:00:00Z,langshalte,145,false,true,true,false,true,2021-02-25T11:33:45Z,,5.5,5.5,145,4.8,true,true,false,false,,,,0.9,,
NL:Q:30009576,Centraal Station,available,metro,52.37863282069589,4.900442557871548,true,true,34,2020-05-24T22:00:00Z,langshalte,145,false,true,true,false,false,2021-02-25T11:33:45Z,,5,5.5,145,4.8,true,true,false,false,,,,0.9,,
NL:Q:30008382,De Alpen,plan,bus,52.354576847504624,4.771990489193484,false,false,62,,,,,,,,,,,,,,,,,,,,,,,,
NL:Q:30009908,Het Hem,available,ferry,52.42181099524627,4.839048006567951,false,false,230,2020-05-24T22:00:00Z,langshalte,0.01,false,false,false,false,false,2020-05-24T22:00:00Z,0.01,0.01,0.01,0.01,0.01,false,false,false,false,,,,,,
NL:Q:30001346,Nageljongenstraat,available,bus,52.408232201873695,4.898985761223379,true,false,98,2020-05-24T22:00:00Z,langshalte,20.4,true,false,true,true,true,2021-01-08T13:34:25Z,0.2,2.1,1.3,17,1.2,true,true,true,true,0.11,,1.2,2,,
NL:Q:30001347,Nageljongenstraat,available,bus,52.40817274075412,4.899824101002682,true,true,279,2020-05-24T22:00:00Z,langshalte,20,true,false,true,true,true,2021-01-08T13:34:25Z,0.2,1.9,1.9,18,0.6,true,true,true,true,0.02,,3.6,1.5,,
NL:Q:30009072,Scheldeplein,available,bus,52.34361279319876,4.890862435975277,true,false,158,2020-05-24T22:00:00Z,semi-haltehaven,23,true,false,true,false,true,2021-01-08T13:34:25Z,0.22,1.8,1.8,17,1.05,true,true,false,false,0,23,,,3,
NL:Q:30009073,Scheldeplein,available,bus,52.3445205762007,4.890866959741277,true,true,0,2020-05-24T22:00:00Z,haltehaven,17,true,false,true,false,true,2021-01-08T13:34:25Z,0.2,3,3,17,1.5,true,true,false,false,0,9,,,3,9
NL:Q:30001018,Volkstuin,available,bus,52.379426208396595,4.974439892998202,false,false,131,2020-05-24T22:00:00Z,langshalte,18,true,false,false,false,false,2021-01-08T13:34:25Z,0.09,2,2,18,1.5,false,false,false,false,0,,,0.8,,
NL:Q:30001019,Volkstuin,available,bus,52.379775434998464,4.974069473721191,false,false,287,2020-05-24T22:00:00Z,langshalte,17,true,false,false,true,true,2021-01-08T13:34:25Z,0.09,3.1,0.9,18,0.9,false,false,false,false,0,,,,,
NL:Q:30001151,Mosplein,available,bus,52.393544760663254,4.914088672512433,true,false,27,2020-05-24T22:00:00Z,semi-haltehaven,39.1,true,false,true,true,true,2021-01-08T13:34:25Z,0.2,1.8,2.1,35.7,0.6,true,true,true,false,0,,,1.2,2.8,11
NL:Q:30001155,Mosplein,available,bus,52.392976213214666,4.9135070948473265,true,true,226,2020-05-24T22:00:00Z,langshalte,39.1,true,false,true,true,true,2021-01-08T13:34:25Z,0.2,2.1,2.4,35.7,1.3,true,true,true,false,0,,,2,,
NL:Q:30004126,Louis Davidsstraat,available,bus,52.352997522585845,4.809955151167937,false,false,331,2020-05-24T22:00:00Z,langshalte,18.25,true,false,false,false,true,2021-02-25T11:33:45Z,0.1,3.65,3.65,18.25,0.68,false,false,false,false,0,,,,,
NL:Q:30004127,Louis Davidsstraat,available,bus,52.35318654073464,4.810011404520623,false,false,152,2020-05-24T22:00:00Z,langshalte,19.99,true,false,false,false,true,2021-02-25T11:33:45Z,0.1,2.02,2.02,19,1.25,false,false,false,false,0,,,1.8,,
NL:Q:30008096,Alexanderplein,available,tram,52.36351974521782,4.9193271976373945,true,false,281,2019-03-14T00:00:00Z,langshalte,19,true,false,true,true,true,2021-01-08T13:34:25Z,0.22,1.35,1,19,1,false,true,true,true,0.18,,3,1.9,,
NL:Q:30008049,Alexanderplein,available,tram,52.363887645625624,4.919176502117809,true,true,243,2020-05-24T22:00:00Z,langshalte,45,true,false,true,false,true,2021-01-08T13:34:25Z,0.18,1.95,1.95,45,1.35,false,true,false,false,0.05,,,2.4,,
NL:Q:30008050,Alexanderplein,available,tram,52.36339136749839,4.918682571858735,false,false,70,2020-05-24T22:00:00Z,langshalte,56,false,false,false,false,false,2021-01-08T13:34:25Z,0.08,1.2,1.05,49,0.75,false,false,false,false,0.1,,,1.2,,
NL:Q:30008095,Alexanderplein,available,tram,52.36341334731372,4.919695353950781,true,false,101,2019-03-14T00:00:00Z,langshalte,20,true,true,true,true,true,2021-01-08T13:34:25Z,0.21,1.35,1.35,20,1.1,true,true,true,true,0.18,,1,1.8,,
NL:Q:30009004,Europaplein,available,tram,52.33995118112607,4.892150635933678,true,true,187,2018-11-15T00:00:00Z,langshalte,58,true,false,true,true,true,2021-01-08T13:34:25Z,0.2,2.4,2.85,58,1.2,true,true,true,true,0.09,,3,3,,
NL:Q:30009005,Europaplein,available,tram,52.34041925986093,4.892321501209201,true,true,7,2019-03-14T00:00:00Z,langshalte,64,true,false,true,true,true,2021-01-08T13:34:25Z,0.2,2.4,2.4,64,1.1,true,true,true,false,0,,,3,,
NL:Q:30000113,Dennenrode,available,bus,52.32195649269337,4.951241850920312,true,true,251,2020-05-24T22:00:00Z,langshalte,40.8,true,false,true,true,true,2021-01-08T13:34:25Z,0.18,2.4,2.7,37.4,1.5,true,false,true,true,1,,15,1.3,,
NL:Q:30000114,Dennenrode,available,bus,52.32194982790158,4.951872624222721,true,true,71,2020-05-24T22:00:00Z,langshalte,40.8,true,false,true,true,true,2021-01-08T13:34:25Z,0.18,2.7,3,37.4,2.1,true,true,true,true,3.5,,58,1.5,,
NL:Q:30000124,Geldershoofd,available,bus,52.324957255398324,4.9708830023740145,true,true,136,2020-05-24T22:00:00Z,haltehaven,20.4,true,false,true,true,true,2021-01-08T13:34:25Z,0.18,2.2,2.2,17,2.2,true,true,true,true,3.5,18,1.5,1.2,2.8,15
NL:Q:30000125,Geldershoofd,available,bus,52.32517305757882,4.970910316831004,true,true,311,2020-05-24T22:00:00Z,haltehaven,20.4,true,false,true,true,true,2021-01-08T13:34:25Z,0.2,2,2,17,2,true,true,true,true,3.5,23,50,1.5,3.1,14.5
NL:Q:30002060,Spaarndammerdijk,available,bus,52.39263504463407,4.860402494685644,true,false,263,2020-05-24T22:00:00Z,haltehaven,18.7,true,false,true,true,true,2021-01-08T13:34:25Z,0.2,2.1,2.4,15.3,1.1,true,true,true,false,0,22.5,,1.5,2.74,15
NL:Q:30002061,Spaarndammerdijk,available,bus,52.39238126707549,4.861948068104034,true,false,83,2020-05-24T22:00:00Z,haltehaven,18.7,true,false,true,false,true,2021-01-08T13:34:25Z,0.2,2.1,2.7,15.3,1.1,true,true,false,false,0,22,,2,3,21.5
NL:Q:30002258,Kabelweg,available,bus,52.392611104166434,4.847107330754108,true,true,175,2020-05-24T22:00:00Z,langshalte,17,true,false,true,true,true,2021-01-08T13:34:25Z,0.2,3.9,3.9,13.7,1.75,true,false,true,true,0.06,,1.2,1.8,,
NL:Q:30002064,Kabelweg,available,bus,52.39208621335333,4.848289001873935,true,true,269,2020-05-24T22:00:00Z,semi-haltehaven,18.7,true,false,true,true,true,2021-01-08T13:34:25Z,0.2,2.7,3.6,15.3,2,true,true,true,false,0.08,24,,1.8,2.7,
NL:Q:30002065,Kabelweg,available,bus,52.391683259452954,4.848617099052287,true,true,87,2020-05-24T22:00:00Z,haltehaven,18.7,true,false,true,true,true,2021-01-08T13:34:25Z,0.2,1.2,1.2,15.3,1.2,true,true,true,false,0,20,,2,2.95,15
NL:Q:30002257,Kabelweg,available,bus,52.39239655004955,4.847359692974763,true,true,353,2020-05-24T22:00:00Z,semi-haltehaven,20.4,true,false,true,true,true,2021-01-08T13:34:25Z,0.19,2.4,5,17,1.2,true,false,true,false,0,0.01,,3,3.4,15.1
NL:Q:30002165,Willem de Zwijgerlaan,plan,bus,52.37003606927246,4.865619325837169,false,false,299,,,,,,,,,,,,,,,,,,,,,,,,
NL:Q:30002162,Willem de Zwijgerlaan,available,bus,52.37034453419787,4.864235429084703,false,false,118,2019-07-08T22:00:00Z,langshalte,18,false,false,false,false,false,2021-02-25T11:33:45Z,,,,,,false,false,false,false,,,,,,
NL:Q:30002155,Willem de Zwijgerlaan,available,tram,52.37073724776283,4.863614076799862,false,false,296,2020-05-24T22:00:00Z,langshalte,62,true,false,false,false,true,2021-01-08T13:34:25Z,0.22,1.95,1.95,61,1.3,false,false,false,false,0.2,,,,,
NL:Q:30002156,Willem de Zwijgerlaan,available,tram,52.370389405648105,4.864220216242987,false,false,111,2020-05-24T22:00:00Z,langshalte,62,true,false,false,false,true,2021-01-08T13:34:25Z,0.2,1.5,1.95,62,1.2,false,false,false,false,0,,,,,
NL:Q:30005052,Waterlooplein,available,tram,52.36725320208087,4.902344044862324,false,false,47,2020-05-24T22:00:00Z,langshalte,61.6,true,false,false,false,true,2021-01-08T13:34:25Z,0.09,2.4,2.4,62,0.75,false,false,false,false,0,,,2.7,,
NL:Q:30005053,Waterlooplein,available,tram,52.36696386337215,4.901921413503039,false,false,232,2019-03-14T00:00:00Z,langshalte,62.6,true,false,false,false,true,2021-01-08T13:34:25Z,0.09,1.5,1.5,62,0.9,false,false,false,false,0.1,,,1.6,,
NL:Q:30005152,Waterlooplein,available,bus,52.36758771615283,4.902824919376025,false,false,48,2020-05-24T22:00:00Z,langshalte,14.45,false,false,false,false,false,2021-02-25T11:33:45Z,0.1,1.03,1.03,0.01,0.6,false,false,false,false,0,,,,,
NL:Q:30006115,Postjesweg,plan,bus,52.36478572098062,4.853186785278617,false,false,359,,,,,,,,,,,,,,,,,,,,,,,,
NL:Q:30006015,Postjesweg,available,tram,52.36352717315268,4.85312852904735,false,true,178,2019-03-14T00:00:00Z,langshalte,61,false,false,false,false,false,2021-02-25T11:33:45Z,0.14,1.4,1.8,0.01,1.35,false,false,false,false,0,,,,,
NL:Q:30006116,Postjesweg,expired,tram,52.36395902539771,4.853226100840565,false,false,357,2019-03-14T00:00:00Z,langshalte,61,false,false,false,false,false,2021-02-25T11:33:45Z,0.14,1.95,2.4,61,1.3,false,false,false,false,0.14,,,,,
NL:Q:30007144,Oldengaarde,available,bus,52.332150993523136,4.881806486662859,true,false,270,2020-05-24T22:00:00Z,langshalte,10.2,true,false,true,true,true,2021-01-08T13:34:25Z,0.18,3.1,3.1,7.6,1.5,true,true,true,false,0,,,,,
NL:Q:30007146,Oldengaarde,available,bus,52.332029928266394,4.8829228621760175,true,false,90,2020-05-24T22:00:00Z,langshalte,8,true,false,true,true,true,2020-12-22T16:24:26Z,0.09,2,2,0.01,2,true,true,true,false,0,,,,,
NL:Q:30009066,Pres. Kennedylaan,plan,bus,52.34046063043217,4.902313892403866,false,false,281,2018-11-15T00:00:00Z,unknown,0,false,false,false,false,false,2021-02-25T11:33:45Z,,,,,,false,false,false,false,,,,,,
NL:Q:30009064,Pres. Kennedylaan,available,bus,52.34093467420482,4.901751104361433,true,true,187,2020-05-24T22:00:00Z,haltehaven,20,true,false,true,true,true,2021-01-08T13:34:25Z,0.2,2.4,4.5,14,0.9,true,true,true,false,0,22,,,3.1,11
NL:Q:30009065,Pres. Kennedylaan,available,bus,52.340917542108876,4.901956726863013,true,true,10,2020-05-24T22:00:00Z,langshalte,24,true,false,true,true,true,2021-01-08T13:34:25Z,0.2,3.6,3.6,20,3,true,true,true,false,0,21.5,,,3,10
NL:Q:30009108,2e v.d.Helststraat,available,tram,52.35318086918019,4.894234102870583,false,false,82,2020-05-24T22:00:00Z,langshalte,40.63,false,false,false,false,false,2021-01-08T13:34:25Z,0.13,1.4,1.1,40,0.9,false,false,false,false,,,,,,
NL:Q:30009109,2e v.d.Helststraat,available,tram,52.35335425565437,4.894863333189177,false,false,259,2020-05-24T22:00:00Z,langshalte,30.57,false,false,false,false,false,2021-01-08T13:34:25Z,0.1,0.9,0.9,30,0.8,false,false,false,false,0,,,,,
NL:Q:30001071,Waterlandplein,available,bus,52.39183679548526,4.95393357870281,true,true,150,2020-05-24T22:00:00Z,langshalte,16.5,true,false,true,true,true,2021-01-08T13:34:25Z,0.2,1.6,2.8,13.5,1.6,true,true,true,false,0,,,1.8,,
NL:Q:30001076,Waterlandplein,available,bus,52.392766146785846,4.952470079244759,true,true,300,2020-05-24T22:00:00Z,langshalte,21.5,true,false,true,true,true,2021-01-08T13:34:25Z,0.18,2.1,2.5,18.1,1.8,true,true,true,false,0,,,1.5,,
NL:Q:30006081,Rhijnvis Feithstraat,available,tram,52.35909286748733,4.860404469399806,false,true,255,2020-05-24T22:00:00Z,langshalte,73,false,false,false,false,false,2021-01-08T13:34:25Z,0.18,1.7,1.7,73,1.1,false,false,false,false,0.16,,,2.1,,
NL:Q:30006082,Rhijnvis Feithstraat,available,tram,52.35882903272506,4.8596882868217355,false,true,75,2020-05-24T22:00:00Z,langshalte,73,false,false,false,false,false,2021-01-08T13:34:25Z,0.18,1.75,1.75,73,0.95,false,false,false,true,0.16,,2,1.75,,
NL:Q:30008236,Kattenburgerstraat,available,tram,52.37607808610381,4.922249297275858,false,true,278,2020-05-24T22:00:00Z,langshalte,23.9,true,false,false,false,true,2021-01-08T13:34:25Z,0.4,5.8,2.6,23.9,1,false,false,false,false,0,,,,,
NL:Q:30008237,Kattenburgerstraat,available,tram,52.37613695590333,4.921220689635516,true,true,98,2020-05-24T22:00:00Z,langshalte,23.9,true,false,true,true,true,2021-01-08T13:34:25Z,0.4,2.6,2.6,23.9,1.2,false,false,true,false,0,,,,,
NL:Q:30007510,De Boelelaan/Klencke,available,bus,52.33454925953869,4.887809316799359,false,false,85,2020-05-24T22:00:00Z,semi-haltehaven,10,true,false,false,false,false,2021-01-08T13:34:25Z,0.1,2.35,1.8,,1.6,false,false,false,false,0.12,3.1,,2,2,
NL:Q:30005029,De Ruijterkade,plan,tram,52.379004231354344,4.903346416549951,false,false,304,,,,,,,,,,,,,,,,,,,,,,,,
NL:Q:30001004,Volendammerweg,available,bus,52.391634372456885,4.957578846742351,true,true,144,2020-05-24T22:00:00Z,haltehaven,21.4,true,false,true,true,true,2021-02-25T11:33:45Z,0.18,1.8,1.8,18.1,1.8,true,true,true,false,0,18,,1.8,2.29,9
NL:Q:30001005,Volendammerweg,available,bus,52.393087491439914,4.956786130174851,true,true,326,2020-05-24T22:00:00Z,haltehaven,75,true,false,true,true,true,2021-01-08T13:34:25Z,0.2,4.5,1.5,75,1.5,true,true,true,false,0,5,,1.2,3.16,11
NL:Q:30001443,Volendammerweg,available,bus,52.392539798705975,4.956938358462728,true,true,160,2020-05-24T22:00:00Z,haltehaven,76,true,false,true,false,true,2021-01-08T13:34:25Z,0.21,1.5,1.5,76,1.5,true,true,false,false,0,7,,,3.16,8
NL:Q:30001126,Spreeuwenpark,available,bus,52.38453938418573,4.914155402221938,true,true,55,2020-05-24T22:00:00Z,langshalte,20.4,true,false,true,true,true,2021-01-08T13:34:25Z,0.2,2.8,2.8,17,2.8,true,true,true,false,0,,,,,
NL:Q:30001127,Spreeuwenpark,available,bus,52.38521390048082,4.9142657135522105,true,true,191,2020-05-24T22:00:00Z,langshalte,20.4,true,false,true,false,true,2021-01-08T13:34:25Z,0.2,2.2,3,17,1.6,true,true,false,true,0.12,,1.5,1.2,,
NL:Q:30001277,Statenjachtstraat,available,bus,52.40786100053583,4.913818226173389,true,true,230,2020-05-24T22:00:00Z,haltehaven,20.4,true,false,true,true,true,2021-01-08T13:34:25Z,0.2,1.4,1.7,17,1.1,true,true,true,true,0.1,11,1.8,2,3.3,13
NL:Q:30001278,Statenjachtstraat,available,bus,52.407941239647776,4.913655711377532,true,false,51,2020-05-24T22:00:00Z,haltehaven,20.4,true,false,true,true,true,2021-01-08T13:34:25Z,0.2,1.85,2.5,17,1.1,true,true,true,false,0,12,,1.5,3,7.5
NL:Q:30002296,Isolatorweg,available,metro,52.39511452296195,4.850147437124023,true,true,270,2020-05-24T22:00:00Z,langshalte,128,true,true,true,false,true,2021-02-25T11:33:45Z,0.9,2.45,2.45,104,2.2,true,true,false,false,5,,,2,,
NL:Q:30002297,Isolatorweg,available,metro,52.395231289952356,4.850131330119931,true,false,270,2020-05-24T22:00:00Z,langshalte,120,true,true,true,false,true,2021-02-25T11:33:45Z,0.9,0.01,2.08,0.01,2.08,true,true,false,false,0,,,,,
NL:Q:30004195,Station Lelylaan,available,tram,52.35786084144835,4.834627043807922,true,false,89,2020-05-24T22:00:00Z,langshalte,64,true,false,true,true,true,2021-01-08T13:34:25Z,0.35,2,1.8,60,1.4,false,false,true,true,0.25,,3.7,2.4,,
NL:Q:30004196,Station Lelylaan,available,tram,52.357928967330174,4.8338188153692165,true,true,269,2020-05-24T22:00:00Z,langshalte,64,true,false,true,true,true,2020-12-22T16:24:26Z,0.38,2.3,2.3,60,1.96,false,true,true,true,0.1,,3.9,2.37,,
